"SiteId","SampId","X","Y","Region","Watershed_Main","Watershed","Watershed_Reg","RiverBasin","BIOGEO","MonitoringProgram","Day","Month","Year","Temp.average","tempmaxC","L","w","I0","shade","C.P","C.N","C.SusPOM","currentms","orgmicropollTU","saprowqclass","Lit.Inp","Occurrence.Chironomidae","Occurrence.Baetidae","Occurrence.Simuliidae","Occurrence.Oligochaeta","Occurrence.Limnephilidae","Occurrence.Limoniidae","Occurrence.Rhyacophilidae","Occurrence.Elmidae","Occurrence.Gammaridae","Occurrence.Heptageniidae","Occurrence.Nemouridae","Occurrence.Empididae","Occurrence.Hydropsychidae","Occurrence.Leuctridae","Occurrence.Ceratopogonidae","Occurrence.Psychodidae","Occurrence.Prostigmata","Occurrence.Sphaeriidae","Occurrence.Leptophlebiidae","Occurrence.Taeniopterygidae","Occurrence.Perlodidae","Occurrence.Psychomyiidae","Occurrence.Athericidae","Occurrence.Hydraenidae","Occurrence.Planariidae","Occurrence.Nematoda","Occurrence.Sericostomatidae","Occurrence.Tipulidae","Occurrence.Polycentropodidae","Occurrence.Odontoceridae","Occurrence.Lymnaeidae","Occurrence.Dugesiidae","Occurrence.Erpobdellidae","Occurrence.Scirtidae","Occurrence.Asellidae","Occurrence.Ephemerellidae","Occurrence.Ephemeridae","Occurrence.Stratiomyidae","Occurrence.Dytiscidae","Occurrence.Hydroptilidae","Occurrence.Chloroperlidae","Occurrence.Hydrobiidae","Occurrence.Planorbidae","Occurrence.Perlidae","Occurrence.Glossosomatidae","Occurrence.Blephariceridae","Occurrence.Glossiphoniidae","Occurrence.Capniidae","Occurrence.Goeridae","Occurrence.Philopotamidae","Occurrence.Gyrinidae","Occurrence.Dixidae","Occurrence.Calopterygidae","Occurrence.Leptoceridae","Occurrence.Tabanidae","Occurrence.Caenidae","Occurrence.Cordulegastridae","Occurrence.Pediciidae","Occurrence.Physidae","Occurrence.Lepidostomatidae","Occurrence.Anthomyiidae","Occurrence.Sialidae","Occurrence.Ptychopteridae","Occurrence.Haliplidae","Occurrence.Gomphidae","Occurrence.Hydrophilidae","Occurrence.Thaumaleidae","Occurrence.Rhagionidae","Occurrence.Corixidae","Occurrence.Cnidaria","Occurrence.Valvatidae","Occurrence.Bithyniidae","Occurrence.Platycnemididae","Occurrence.Aphelocheiridae","Occurrence.Dendrocoelidae","Occurrence.Potamanthidae","Occurrence.Dreissenidae","Occurrence.Brachycentridae","Occurrence.Piscicolidae","Occurrence.Siphlonuridae","Occurrence.Dryopidae","Occurrence.Dolichopodidae","Occurrence.Coenagrionidae","Occurrence.Veliidae","Occurrence.Gerridae","Occurrence.Niphargidae","Occurrence.Muscidae","Occurrence.Corbiculidae","Occurrence.Astacidae","Occurrence.Beraeidae","Occurrence.Libellulidae","Occurrence.Lepidoptera","Occurrence.Syrphidae","Occurrence.Sciomyzidae","Occurrence.Osmylidae","Occurrence.Scathophagidae","Occurrence.Mesoveliidae","Occurrence.Ephydridae","Occurrence.Psephenidae","Occurrence.Chaoboridae","Occurrence.Nepidae","Occurrence.Ptilocolepidae","Occurrence.Branchiopoda","Occurrence.Curculionidae","Occurrence.Notonectidae","Occurrence.Hymenoptera","Occurrence.Helicopsychidae","Occurrence.Culicidae","Occurrence.Ameletidae","Occurrence.Corduliidae","Occurrence.Phryganeidae","Occurrence.Cambaridae","Occurrence.Mysidae","Occurrence.Acroloxidae","Occurrence.Porifera","Occurrence.Chrysomelidae","Occurrence.Hemiptera","Occurrence.Lestidae","Occurrence.Neritidae","Occurrence.Cylindrotomidae","Occurrence.Hygrobiidae","Occurrence.Pleidae","Occurrence.Aeshnidae","Occurrence.Ecnomidae","Occurrence.Molannidae","Occurrence.Unionidae","Occurrence.Hirudinidae","Occurrence.Hydroscaphidae","Occurrence.Hydrometridae","Occurrence.Naucoridae","Occurrence.Sisyridae","Occurrence.Corophiidae","Occurrence.Janiridae","Occurrence.Bryozoa"
"CSCF_578179","CSCF_578179_2010-04-21",579000,179644,"Plateau","AARE","Aare","AareR2","RHEIN","Mittelland","Other programs",21,4,2010,7.10491631033195,14.0784777238304,100,2,125,1,0.0512045571335419,4.60269160972829,1,0.329487450149121,-1.30324982712217,2,588.98558263372,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_590219","CSCF_590219_2012-03-07",590000,219307,"Plateau","AARE","Aare","AareR2","RHEIN","Mittelland","BDM",7,3,2012,10.5063912662783,19.6174428279166,100,4,125,0.728435,0.0547273290829021,4.52457268797222,1,0.193335309280141,-0.710095870501459,2,447.732483669368,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_566131","CSCF_566131_2010-04-08",566591,131000,"Alps","RHONE","Rhone","RhoneR3","RHONE","Alpennordflanke","BDM",8,4,2010,5.2641412079655,10.4100167892016,100,1.2,125,1,0.0039834767973462,0.621355329391528,1,0.85109848553058,-1.01704893179289,1,522.613925995534,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_578131","CSCF_578131_2012-05-04",578513,131995,"Alps","RHONE","Rhone","RhoneR3","RHONE","Alpennordflanke","BDM",4,5,2012,5.27587761374759,9.89413332495294,100,4,125,0.94586,0.00399317424663998,0.622393209589735,1,0.780490445323049,-4,1,32.8728318792399,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_584171","CSCF_584171_2013-04-25",584000,171688,"Alps","AARE","Aare","AareR3","RHEIN","Alpennordflanke","BDM",25,4,2013,3.22108382650525,7.14610120214339,100,0.4,125,0.870253,0.00386174410658605,0.608326754001555,1,0.408485780415181,-4,1,58.3713130470189,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_566163","CSCF_566163_2012-04-03",566000,163571,"Alps","AARE","Aare","AareR3","RHEIN","Alpennordflanke","BDM",3,4,2012,8.56701151195791,16.0394034879165,100,2.9,125,0.275974,0.0224238885565937,2.34109201669393,1,0.340106001362361,-1.50997527926639,1,298.446415403053,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_554147","CSCF_554147_2014-04-02",554326,147978,"Plateau","RHONE","RhoneLeman","RhoneLemanR2","RHONE","Mittelland","BDM",2,4,2014,7.71874191637886,13.2232619430359,100,4.2,125,1,0.0058374220548072,0.798053710235342,1,0.507553793845365,-0.623876537524058,1,567.070291033266,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_566195","CSCF_566195_2014-03-07",566519,196000,"Plateau","AARE","Aare","AareR2","RHEIN","Mittelland","BDM",7,3,2014,8.18300499403325,14.2182263286277,100,2,125,1,0.0604939671619601,4.89778788673273,1,0.217051506115601,-1.02853557292273,2,541.499798068455,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_566219","CSCF_566219_2013-04-18",566000,219810,NA,"AARE","Aare","AareR1","RHEIN",NA,"BDM",18,4,2013,5.56523150661622,11.1386880651443,100,0.8,125,0.815287,0.0103164190229926,1.29912795913719,1,0.259805965351184,-2.45785834520831,1,331.195805537521,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_536179","CSCF_536179_2013-03-06",536000,179111,"Plateau","AARE","Aare","AareR2","RHEIN","Mittelland","BDM",6,3,2013,10.1074051583056,19.1520270489612,100,3.2,125,0.490385,0.0730761366102006,6.78095476241285,1,0.378143461188279,-0.379276251398718,3,181.737855205361,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_590171","CSCF_590171_2014-05-09",590000,171209,"Alps","AARE","Aare","AareR3","RHEIN","Alpennordflanke","BDM",9,5,2014,4.94657242865677,8.11529003052796,100,2,125,0.334395,0.00382253583132962,0.60413044513087,1,0.504097619252928,-4,1,32.2314782946553,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_590235","CSCF_590235_2013-04-24",590652,236000,"Plateau","RHEIN","RheinabBS","RheinabBSR1","RHEIN","Jura","BDM",24,4,2013,7.85559236994785,15.0525757203188,100,2.4,125,1,0.00695988755645864,0.886626975927102,1,0.730411005470687,-2.44702428425511,1,224.092612808366,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_590243","CSCF_590243_2011-03-22",590000,243099,"Plateau","RHEIN","RheinabBS","RheinabBSR1","RHEIN","Jura","BDM",22,3,2011,11.0616279777871,19.3979225121966,100,6.5,125,0.840256,0.0157120053557359,1.66667500736635,1,0.999950890453607,-1.5693905488204,1,358.891402525103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_560155","CSCF_560155_2013-04-02",560000,155145,"Alps","AARE","Aare","AareR3","RHEIN","Alpennordflanke","BDM",2,4,2013,6.57422618810818,12.9016550834711,100,2,125,0.807692,0.00963617113472828,1.18800038610251,1,0.593184284512012,-2.9555976736224,1,403.071386364965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_542179","CSCF_542179_2014-03-06",543000,179789,"Plateau","AARE","Aare","AareR2","RHEIN","Mittelland","Other programs",6,3,2014,9.35366537872109,16.0904238827608,100,2.2,125,1,0.0496594789449694,4.09231472673785,1,0.441938658042181,-0.7539802944056,2,538.027197349818,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_584139","CSCF_584139_2011-05-05",584000,139684,"Alps","AARE","Aare","AareR3","RHEIN","Alpennordflanke","BDM",5,5,2011,5.91630620114533,10.135378445616,100,3.6,125,0.809677,0.00442603883869245,0.668721019613396,1,0.972878296256674,-4,1,284.577063763874,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_584147","CSCF_584147_2014-04-16",584000,147274,"Alps","AARE","Aare","AareR3","RHEIN","Alpennordflanke","BDM",16,4,2014,5.12581581241626,8.1731438074035,100,1.45,125,1,0.0040428188659454,0.627706479684139,1,1.02371879977738,-4,1,52.6825186350912,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_554187","CSCF_554187_2014-03-06",554449,188000,"Plateau","AARE","Aare","AareR2","RHEIN","Mittelland","BDM",6,3,2014,8.96573349679501,15.5013824571018,100,1.85,125,1,0.0460802207948462,3.82980606310511,1,0.493931311127008,-0.65513402352247,2,650.976791597432,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_590195","CSCF_590195_2013-03-22",590000,195096,"Plateau","AARE","Aare","AareR2","RHEIN","Mittelland","BDM",22,3,2013,8.62691269342822,16.6025123297394,100,1.1,125,1,0.0164541258096613,1.60448505800197,1,0.530065935274754,-1.62364557400405,1,642.945918088983,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_596107","CSCF_596107_2011-05-12",596438,108000,"Alps","RHONE","Rhone","RhoneR4","RHONE","Zentralalpen","BDM",12,5,2011,3.99825253638435,6.18312831505306,100,4.5,125,0.549521,0.00379214223796843,0.600877537304667,1,1.46289979005514,-3.2840317354131,1,95.6157146158318,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_596187","CSCF_596187_2011-04-07",596972,188000,"Plateau","AARE","Aare","AareR2","RHEIN","Mittelland","BDM",7,4,2011,6.83427024170346,12.5291538039499,100,0.9,125,1,0.0284018799690076,2.84132403073847,1,0.353578836744555,-1.34311761776087,2,460.563406839045,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_560171","CSCF_560171_2014-04-14",560886,172000,"Plateau","AARE","Aare","AareR2","RHEIN","Mittelland","BDM",14,4,2014,9.91837694271318,16.8154543220579,100,6,125,0.469649,0.0386289551441933,3.61999935295293,1,0.417425057322449,-1.26543357742063,2,95.6210645886063,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_506139","CSCF_506139_2013-03-12",506000,139676,"Plateau","RHONE","RhoneLeman","RhoneLemanR2","RHONE","Mittelland","BDM",12,3,2013,9.23275393805414,17.4709093473976,100,2.5,125,0.996815,0.0241807465413299,2.342829768513,1,0.777431818972262,-1.05167898823937,1,512.676984097146,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_554155","CSCF_554155_2012-04-03",554008,155411,"Plateau","AARE","Aare","AareR2","RHEIN","Mittelland","BDM",3,4,2012,9.56190633761631,17.6621114090922,100,13,125,1,0.0246095978661399,2.43203296048984,1,0.524333072662282,-1.3377415481622,1,569.771696834723,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_536163","CSCF_536163_2012-03-09",536308,164000,"Plateau","AARE","Aare","AareR2","RHEIN","Mittelland","BDM",9,3,2012,9.46442576150156,17.76571053477,100,2.85,125,0.403846,0.0731012836414298,6.77905715921849,1,0.37488860686799,-0.594894627111686,3,256.411379288729,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_596235","CSCF_596235_2014-03-18",596304,236000,"Plateau","RHEIN","RheinabBS","RheinabBSR1","RHEIN","Jura","BDM",18,3,2014,7.65626965449955,13.0647260227764,100,0.55,125,0.584665,0.0170995609052845,1.67879612944743,1,0.853965709821992,-2.68302717219348,1,485.995084442388,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_584251","CSCF_584251_2013-04-06",585010,251670,"Plateau","RHEIN","RheinabBS","RheinabBSR1","RHEIN","Jura","Other programs",6,4,2013,6.85376868471134,13.6388277410197,100,2,125,0.933121,0.0122626284044694,1.35215195165372,1,0.22855273589761,-2.03838800512253,1,515.55203313716,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_596147","CSCF_596147_2011-05-05",596000,147838,"Alps","AARE","Aare","AareR3","RHEIN","Alpennordflanke","BDM",5,5,2011,4.03342713616495,7.00077264552203,100,1.4,125,0.671975,0.00510451580411907,0.741335764586356,1,0.749031757869782,-4,1,3.12344185275193,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_590147","CSCF_590147_2010-04-27",591000,147114,"Alps","AARE","Aare","AareR3","RHEIN","Alpennordflanke","Other programs",27,4,2010,5.59400209925408,10.6728896805865,100,12,125,0.823718,0.00506056093305154,0.736631446067774,1,0.811174486964018,-3.00003908826237,1,229.435612147776,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
